NOM_SCIENTIFIQUE;NOM_LATIN
Acmella radicans (Jacq.) R.K.Jansen, 1985;Acmella radicans
Acmella Rich., 1807;Acmella Rich
Acmella uliginosa (Sw.) Cass., 1822;Acmella uliginosa
Acmispon americanus (Nutt.) Rydb., 1913;Acmispon americanus
Acmispon Raf., 1832;Acmispon Raf
Acmopyle pancheri (Brongn. & Gris) Pilg., 1903;Acmopyle pancheri
Acmopyle Pilg., 1903;Acmopyle Pilg
Acmopyleae Y.Yang, 2022;Acmopyleae Y
Acnistus arborescens (L.) Schltdl., 1832;Acnistus arborescens
Acnistus Schott, 1829;Acnistus Schott
Acolea Dumort., 1831;Acolea Dumort
Acolea stygia (Hook.f. & Taylor) Trevis., 1877;Acolea stygia
Aconitum anthora L., 1753;Aconitum anthora
Aconitum carmichaelii Debeaux, 1879;Aconitum carmichaelii
Aconitum L., 1753;Aconitum L
Aconitum lycoctonum L., 1753;Aconitum lycoctonum
Aconitum lycoctonum subsp. lycoctonum L., 1753;Aconitum lycoctonum
Aconitum lycoctonum subsp. neapolitanum (Ten.) Nyman, 1878;Aconitum lycoctonum
Aconitum lycoctonum subsp. vulparia (Rchb.) Ces., 1844;Aconitum lycoctonum
Aconitum napellus L., 1753;Aconitum napellus
Aconitum napellus subsp. burnatii (Gáyer) J.-M.Tison, 2010;Aconitum napellus
Aconitum napellus subsp. corsicum (Gáyer) Seitz, 1969;Aconitum napellus
Aconitum napellus subsp. lusitanicum Rouy, 1884;Aconitum napellus
Aconitum napellus subsp. napellus L., 1753;Aconitum napellus
Aconitum napellus subsp. vulgare Rouy & Foucaud, 1893;Aconitum napellus
Aconitum variegatum L., 1753;Aconitum variegatum
Aconitum variegatum nothosubsp. oenipontanum (Gáyer) B.Bock, 2012;Aconitum variegatum
Aconitum variegatum subsp. paniculatum (Arcang.) Negodi, 1944;Aconitum variegatum
Aconitum variegatum subsp. pyrenaicum Vivant, 1981;Aconitum variegatum
Aconitum variegatum subsp. valesiacum (Gáyer) Greuter & Burdet, 1989;Aconitum variegatum
Aconitum variegatum subsp. variegatum L., 1753;Aconitum variegatum
Aconitum x cammarum L., 1762;Aconitum x
Aconitum x molle Rchb., 1819;Aconitum x
Aconitum x zahlbruckneri Gáyer, 1909;Aconitum x
Acoraceae Martinov, 1820;Acoraceae Martinov
Acorales Mart., 1835;Acorales Mart
Acorus calamus L., 1753;Acorus calamus
Acorus gramineus Sol. ex Aiton, 1789;Acorus gramineus
Acorus L., 1753;Acorus L
Acridocarpus austrocaledonicus Baill.;Acridocarpus austrocaledonicus
Acridocarpus Guill. & Perr., 1831;Acridocarpus Guill
Acrobolbaceae EA.Hodgs.;Acrobolbaceae EA
Acrobolbus africanus (Pearson) Briscoe, 2015;Acrobolbus africanus
Acrobolbus cinerascens (Lehm. & Lindenb.) Bastow, 1888;Acrobolbus cinerascens
Acrobolbus gradsteinii (Grolle) Briscoe, 2015;Acrobolbus gradsteinii
Acrobolbus knightii (Mitt.) Briscoe, 2015;Acrobolbus knightii
Acrobolbus laxus (Lehm. & Lindenb.) Briscoe, 2015;Acrobolbus laxus
Acrobolbus limbatus (Steph.) Briscoe & J.J.Engel, 2015;Acrobolbus limbatus
Acrobolbus Nees, 1844;Acrobolbus Nees
Acrobolbus ochrophyllus (Hook.f. & Taylor) R.M.Schust., 1961;Acrobolbus ochrophyllus
Acrobolbus ruwenzoriensis (S.W.Arnell) Briscoe, 2015;Acrobolbus ruwenzoriensis
Acrobolbus viridis (Mitt.) Briscoe & J.J.Engel, 2015;Acrobolbus viridis
Acroceras elegans C.Cordem. ex A.Camus, 1955;Acroceras elegans
Acroceras macrum Stapf, 1920;Acroceras macrum
Acroceras Stapf, 1920;Acroceras Stapf
Acroceras zizanioides (Kunth) Dandy, 1931;Acroceras zizanioides
Acrochaetiaceae Fritsch ex W.R. Taylor, 1957;Acrochaetiaceae Fritsch
Acrochaetiales Feldmann, 1953;Acrochaetiales Feldmann
Acrochaetium alariae (Jónsson) Bornet, 1904;Acrochaetium alariae
Acrochaetium armoricanum Feldmann, 1954;Acrochaetium armoricanum
Acrochaetium barbadense (Vickers) Børgesen, 1915;Acrochaetium barbadense
Acrochaetium boergesenii Schiffn., 1931;Acrochaetium boergesenii
Acrochaetium cheminii Feldmann, 1954;Acrochaetium cheminii
Acrochaetium dictyopteridis Hamel & Hamel-Joukov, 1931;Acrochaetium dictyopteridis
Acrochaetium domerguei Hamel & Hamel-Joukov, 1931;Acrochaetium domerguei
Acrochaetium duboscqii Feldmann, 1935;Acrochaetium duboscqii
Acrochaetium endozoicum (Darbishire) Batters, 1902;Acrochaetium endozoicum
Acrochaetium hauckii Schiffn., 1916;Acrochaetium hauckii
Acrochaetium humile (Rosenv.) Børgesen, 1915;Acrochaetium humile
Acrochaetium immersum (Rosenv.) G.Hamel, 1927;Acrochaetium immersum
Acrochaetium immersum f. polysiphoniae Rosenv., 1927;Acrochaetium immersum
Acrochaetium irregulare (Reinsch);Acrochaetium irregulare
Acrochaetium kuckuckianum G.Hamel, 1927;Acrochaetium kuckuckianum
Acrochaetium kurogii (Y.P.Lee & Lindstrom) Y.P.Lee & I.K.Lee, 1988;Acrochaetium kurogii
Acrochaetium laminariae Feldmann, 1954;Acrochaetium laminariae
Acrochaetium lorrain-smithiae (Lyle) L.Newton, 1931;Acrochaetium lorrain-smithiae
Acrochaetium madininae Hamel & Hamel-Joukov, 1931;Acrochaetium madininae
Acrochaetium mahumetanum G.Hamel, 1927;Acrochaetium mahumetanum
Acrochaetium maluinum G.Hamel, 1927;Acrochaetium maluinum
Acrochaetium mediterraneum (Levring) Athanasiadis, 2002;Acrochaetium mediterraneum
Acrochaetium microscopicum (Nägeli ex Kütz.) Nägeli, 1858;Acrochaetium microscopicum
Acrochaetium molinieri Coppejans & Boudouresque, 1976;Acrochaetium molinieri
Acrochaetium moniliforme (Rosenv.) Børgesen, 1915;Acrochaetium moniliforme
Acrochaetium Nägeli, 1858;Acrochaetium Nägeli
Acrochaetium parvulum (Kylin) Hoyt, 1920;Acrochaetium parvulum
Acrochaetium pusillum Feldmann, 1954;Acrochaetium pusillum
Acrochaetium reductum (Rosenv.) G.Hamel, 1927;Acrochaetium reductum
Acrochaetium rosulatum (Rosenv.) Papenf., 1945;Acrochaetium rosulatum
Acrochaetium secundatum (Lyngb.) Nägeli, 1858;Acrochaetium secundatum
Acrochaetium sparsum (Harvey) Nägeli, 1862;Acrochaetium sparsum
Acrochaetium spathoglossi Børgesen, 1937;Acrochaetium spathoglossi
Acrochaetium spermatochni J.Feldmann, 1954;Acrochaetium spermatochni
Acrochaetium stilophorae (Levring) Kylin, 1944;Acrochaetium stilophorae
Acrochaetium subpinnatum Bornet ex G.Hamel, 1927;Acrochaetium subpinnatum
Acrochaetium subseriatum Børgesen, 1932;Acrochaetium subseriatum
Acrochaetium unifilum C.-C.Jao, 1936;Acrochaetium unifilum
Acrocomia aculeata (Jacq.) Lodd. ex Mart., 1845;Acrocomia aculeata
Acrocomia karukerana L.H.Bailey, 1941;Acrocomia karukerana
Acrocomia Mart., 1824;Acrocomia Mart
Acrodiscus vidovichii (Menegh.) Zanardini, 1868;Acrodiscus vidovichii
Acrodiscus Zanardini, 1869;Acrodiscus Zanardini
Acrolejeunea (Spruce) Schiffn. [nom. cons.];Acrolejeunea (Spruce)
Acrolejeunea aulacophora (Mont.) Steph., 1895;Acrolejeunea aulacophora
Acrolejeunea comptonii Pearson, 1922;Acrolejeunea comptonii
Acrolejeunea emergens (Mitt.) Steph.;Acrolejeunea emergens
Acrolejeunea pycnoclada (Taylor) Schiffn., 1893;Acrolejeunea pycnoclada
Acrolejeunea pycnoclada subsp. pycnoclada (Taylor) Schiffn., 1893;Acrolejeunea pycnoclada
Acrolejeunea sandvicensis (Gottsche) Jian Wang bis & Gradst., 2014;Acrolejeunea sandvicensis
Acrolejeunea securifolia (Nees) Steph., 1901;Acrolejeunea securifolia
Acrolejeunea securifolia subsp. caledonica (Steph.) Gradst., 1975;Acrolejeunea securifolia
Acrolejeunea securifolia subsp. pallida (Ångstr.) Gradst., 1975;Acrolejeunea securifolia
Acrolejeunea torulosa (Lehm. & Lindenb.) Schiffn.;Acrolejeunea torulosa
Acrolophozia fuegiana R.M.Schust., 1968;Acrolophozia fuegiana
Acrolophozia R.M.Schust., 1966;Acrolophozia R
Acromastigum A.Evans, 1900;Acromastigum A
Acromastigum adaptatum Hürl., 1983;Acromastigum adaptatum
Acromastigum bancanum (Sande Lac.) A.Evans, 1934;Acromastigum bancanum
Acromastigum caledonicum (Steph.) Grolle, 1964;Acromastigum caledonicum
Acromastigum capillare (Steph.) A.Evans, 1934;Acromastigum capillare
Acromastigum colensoanum (Mitt.) A.Evans ex Reimers, 1933;Acromastigum colensoanum
Acromastigum echinatum (Gottsche) A.Evans, 1934;Acromastigum echinatum
Acromastigum exiguum (Steph.) A.Evans, 1934;Acromastigum exiguum
Acromastigum filum (Steph.) A.Evans, 1934;Acromastigum filum
Acromastigum homodictyon (Herzog) Grolle, 1964;Acromastigum homodictyon
Acromastigum inaequilaterum (Lehm. & Lindenb.) A.Evans, 1934;Acromastigum inaequilaterum
Acromastigum lamyi Thouvenot, 2018;Acromastigum lamyi
Acromastigum moratii N.Kitag., 1985;Acromastigum moratii
Acromastigum pusillum N.Kitag., 1985;Acromastigum pusillum
Acromastigum rigidum R.M.Schust., 1997;Acromastigum rigidum
Acromastigum stellare N.Kitag., 1985;Acromastigum stellare
Acromastigum subechinatiforme Hürl., 1983;Acromastigum subechinatiforme
Acromastigum tenax (Steph.) A.Evans, 1934;Acromastigum tenax
Acronychia J.R. Forst. & G. Forst., 1775;Acronychia J
Acronychia laevis J.R.Forst. & G.Forst.;Acronychia laevis
Acronychia retusa A.Gray, 1854;Acronychia retusa
Acropogon aoupiniensis Morat, 1988;Acropogon aoupiniensis
Acropogon austrocaledonicus (Hook.f.) Morat, 1986;Acropogon austrocaledonicus
Acropogon bosseri Morat & Chalopin, 2005;Acropogon bosseri
Acropogon bullatus (Pancher & Sebert) Morat, 1986;Acropogon bullatus
Acropogon calcicolus Morat & Chalopin;Acropogon calcicolus
Acropogon chalopiniae Morat, 2005;Acropogon chalopiniae
Acropogon domatifer Morat, 1988;Acropogon domatifer
Acropogon dzumacensis (Guillaumin) Morat, 1986;Acropogon dzumacensis
Acropogon fatsioides Schltr., 1906;Acropogon fatsioides
Acropogon francii (Guillaumin) Morat, 1986;Acropogon francii
Acropogon grandiflorus Morat & Chalopin, 2003;Acropogon grandiflorus
Acropogon horarius Gâteblé & Munzinger, 2018;Acropogon horarius
Acropogon jaffrei Morat & Chalopin, 2005;Acropogon jaffrei
Acropogon macrocarpus Morat & Chalopin, 2003;Acropogon macrocarpus
Acropogon margaretiae Morat & Chalopin, 2005;Acropogon margaretiae
Acropogon megaphyllus (Bureau & J.Poiss. ex Guillaumin) Morat;Acropogon megaphyllus
Acropogon merytifolius Morat & Chalopin, 2003;Acropogon merytifolius
Acropogon mesophilus Munzinger & Gâteblé;Acropogon mesophilus
Acropogon moratianus Callm., Munzinger & Lowry, 2015;Acropogon moratianus
Acropogon paagoumenensis Morat & Chalopin, 2007;Acropogon paagoumenensis
Acropogon pilosus Morat & Chalopin, 2007;Acropogon pilosus
Acropogon sageniifolius Schltr.;Acropogon sageniifolius
Acropogon scheffleraefolius (Guillaumin) Morat;Acropogon scheffleraefolius
Acropogon schistophilus Morat & Chalopin, 2003;Acropogon schistophilus
Acropogon Schltr., 1906;Acropogon Schltr
Acropogon schumannianus Schltr.;Acropogon schumannianus
Acropogon tireliae Morat & Chalopin, 2007;Acropogon tireliae
Acropogon veillonii Morat, 1988;Acropogon veillonii
Acroporium diminutum (Brid.) M.Fleisch., 1923;Acroporium diminutum
Acroporium flexisetum (Thér.) Broth., 1925;Acroporium flexisetum
Acroporium gracillimum (Thér.) Broth., 1925;Acroporium gracillimum
Acroporium hermaphroditum (Müll.Hal.) M.Fleisch., 1923;Acroporium hermaphroditum
Acroporium hyalinum (Reinw. ex Schwägr.) Mitt., 1868;Acroporium hyalinum
Acroporium lamprophyllum Mitt., 1868;Acroporium lamprophyllum
Acroporium longirostre (Brid.) W.R.Buck, 1983;Acroporium longirostre
Acroporium megasporum (Duby) M.Fleisch., 1923;Acroporium megasporum
Acroporium Mitt., 1868;Acroporium Mitt
Acroporium procumbens (Broth. & Paris) Broth., 1925;Acroporium procumbens
Acroporium pungens (Hedw.) Broth., 1925;Acroporium pungens
Acroporium rigens (Broth. ex Dixon) Dixon, 1924;Acroporium rigens
Acroporium savesianum Tixier, 1986;Acroporium savesianum
Acroscyphella iwatsukii (N.Kitag.) N.Kitag. & Grolle, 1985;Acroscyphella iwatsukii
Acroscyphella N.Kitag. & Grolle, 1985;Acroscyphella N
Acrosiphonia arcta (Dillwyn) Gain, 1912;Acrosiphonia arcta
Acrosiphonia arctiuscula (Kütz.) Jónsson;Acrosiphonia arctiuscula
Acrosiphonia J.Agardh, 1846;Acrosiphonia J
Acrosiphonia spinescens (Kütz.) Kjellman, 1883;Acrosiphonia spinescens
Acrosorium ciliolatum (Harvey) Kylin, 1924;Acrosorium ciliolatum
Acrosorium Zanardini ex Kütz., 1869;Acrosorium Zanardini
Acrostichum aureum L., 1753;Acrostichum aureum
Acrostichum danaeifolium Langsd. & Fisch., 1810;Acrostichum danaeifolium
Acrostichum L., 1753;Acrostichum L
Acrostichum speciosum Willd., 1810;Acrostichum speciosum
Acrosymphytaceae S.C. Lindstrom;Acrosymphytaceae S
Acrosymphytales ;Acrosymphytales
Acrosymphyton caribaeum (J.Agardh) Sjöstedt, 1926;Acrosymphyton caribaeum
Acrosymphyton purpuriferum (J.Agardh) Sjöstedt, 1926;Acrosymphyton purpuriferum
Acrosymphyton Sjöstedt, 1926;Acrosymphyton Sjöstedt
Acrosymphyton taylorii I.A.Abbott, 1962;Acrosymphyton taylorii
Acrothamnion butlerae (F.S.Collins) Kylin, 1956;Acrothamnion butlerae
Acrothamnion J.Agardh, 1892;Acrothamnion J
Acrothamnion preissii (Sonder) E.M.Wollaston, 1968;Acrothamnion preissii
Acrotylaceae Schmitz, 1892;Acrotylaceae Schmitz
Actaea L., 1753;Actaea L
Actaea spicata L., 1753;Actaea spicata
Actinastrum aciculare Playfair, 1917;Actinastrum aciculare
Actinastrum hantzschii Lagerh., 1882;Actinastrum hantzschii
Actinastrum Lagerh., 1882;Actinastrum Lagerh
Actinidia chinensis Planch., 1847;Actinidia chinensis
Actinidia deliciosa (A.Chev.) C.F.Liang & A.R.Ferguson, 1984;Actinidia deliciosa
Actinidia Lindl., 1836;Actinidia Lindl
Actinidiaceae Engl. & Gilg, 1924 [nom. cons.];Actinidiaceae Engl
Actinidioideae Gilg, 1893;Actinidioideae Gilg
Actiniopteris australis (L.f.) Link, 1841;Actiniopteris australis
Actiniopteris dimorpha Pic.Serm., 1962;Actiniopteris dimorpha
Actiniopteris Link, 1841;Actiniopteris Link
Actiniopteris radiata (Sw.) Link, 1841;Actiniopteris radiata
Actiniopteris semiflabellata Pic.Serm., 1962;Actiniopteris semiflabellata
Actinodontium intergrifolium (Broth.) S.P.Churchill;Actinodontium intergrifolium
Actinodontium Schwägr., 1826;Actinodontium Schwägr
Actinodontium sprucei (Mitt.) A.Jaeger, 1877;Actinodontium sprucei
Actinoschoenus Benth., 1881;Actinoschoenus Benth
Actinoschoenus thouarsii (Kunth) Benth., 1881;Actinoschoenus thouarsii
Actinostachys balansae (E.Fourn.) C.F.Reed;Actinostachys balansae
Actinostachys confusa (Selling) C.F.Reed, 1948;Actinostachys confusa
Actinostachys intermedia (Mett.) C.F.Reed;Actinostachys intermedia
Actinostachys laevigata (Mett.) C.F.Reed;Actinostachys laevigata
Actinostachys melanesica (Selling) C.F.Reed;Actinostachys melanesica
Actinostachys pennula (Sw.) Hook., 1842;Actinostachys pennula
Actinostachys plana (E.Fourn.) C.F.Reed;Actinostachys plana
Actinostachys subtrijuga (Mart.) C.Presl, 1845;Actinostachys subtrijuga
Actinostachys tenuis (E.Fourn.) C.F.Reed;Actinostachys tenuis
Actinostachys Wall., 1829;Actinostachys Wall
Actinostemon caribaeus Griseb., 1857;Actinostemon caribaeus
Actinostemon Mart. ex Klotzsch, 1841;Actinostemon Mart
Actinostemon schomburgkii (Klotzsch) Hochr., 1910;Actinostemon schomburgkii
Actinostrobeae Henkel & W.Hochst., 1865;Actinostrobeae Henkel
Actinostroboideae Koehne, 1893;Actinostroboideae Koehne
Actinotaenium (Nägeli) Teiling, 1954;Actinotaenium (Nägeli)
Actinotaenium capax (Joshua) Teiling, 1954;Actinotaenium capax
Actinotaenium clevei (P.Lundell) Teiling, 1954;Actinotaenium clevei
Actinotaenium colpopelta (Bréb. ex W.Archer) Compère, 1976;Actinotaenium colpopelta
Actinotaenium cruciferum (De Bary) Teiling, 1954;Actinotaenium cruciferum
Actinotaenium cucurbita (Bréb. ex Ralfs) Teiling, 1954;Actinotaenium cucurbita
Actinotaenium cucurbitinum (Bisset) Teiling, 1954;Actinotaenium cucurbitinum
Actinotaenium cucurbitinum f. minus (West & G.S.West) Teiling, 1954;Actinotaenium cucurbitinum
Actinotaenium curtum (Bréb. ex Ralfs) Teiling, 1978;Actinotaenium curtum
Actinotaenium curtum f. minus (Rabenh.) Teiling ex Croasdale, 1981;Actinotaenium curtum
Actinotaenium didymocarpum (P.Lundell) Coesel & Delfos, 1986;Actinotaenium didymocarpum
Actinotaenium diplosporum (P.Lundell) Teiling, 1954;Actinotaenium diplosporum
Actinotaenium diplosporum f. majus (W.West) Teiling, 1954;Actinotaenium diplosporum
Actinotaenium geniculatum Kouwets, 1988;Actinotaenium geniculatum
Actinotaenium globosum (Bulnh.) K.Förster ex Compère, 1976;Actinotaenium globosum
Actinotaenium globosum f. minus (Boldt) Förster ex Compère, 1976;Actinotaenium globosum
Actinotaenium inconspicuum (West & G.S.West) Teiling, 1954;Actinotaenium inconspicuum
Actinotaenium kriegeri (Messikommer) Kouwets, 1997;Actinotaenium kriegeri
Actinotaenium messikommeri Ruzicka & Pouzar, 1978;Actinotaenium messikommeri
Actinotaenium minutissimum (Nordst.) Teiling, 1954;Actinotaenium minutissimum
Actinotaenium mooreanum (W.Archer) Teiling, 1954;Actinotaenium mooreanum
Actinotaenium obcuneatum (W.West) Teiling, 1954;Actinotaenium obcuneatum
Actinotaenium palangula (Bréb. ex Ralfs) Teiling, 1954;Actinotaenium palangula
Actinotaenium perminutum (G.S.West) Teiling, 1954;Actinotaenium perminutum
Actinotaenium phymatosporum (Nordst.) Kouwets & Coesel, 1984;Actinotaenium phymatosporum
Actinotaenium pinicola Rosa, 1959;Actinotaenium pinicola
Actinotaenium rufescens (Cleve) Teiling, 1954;Actinotaenium rufescens
Actinotaenium silvae-nigrae (Rabanus) Kouwets & Coesel, 1984;Actinotaenium silvae-nigrae
Actinotaenium spinospermum (Joshua) Kouwets & Coesel, 1984;Actinotaenium spinospermum
Actinotaenium subtile (West & G.S.West) Teiling, 1954;Actinotaenium subtile
Actinotaenium truncatum (Bréb. ex Ralfs) Teiling, 1954;Actinotaenium truncatum
Actinotaenium turgidum (Bréb. ex Ralfs) Teiling, 1954;Actinotaenium turgidum
Actinotaenium wollei (West & G.S.West) Teiling, 1954;Actinotaenium wollei
Actinotrichia Decaisne, 1842;Actinotrichia Decaisne
Actinotrichia fragilis (Forssk.) Børgesen, 1932;Actinotrichia fragilis
Actinotrichia robusta Itono, 1979;Actinotrichia robusta
Acutodesmus (Hegewald) Tsarenko, 2001;Acutodesmus (Hegewald)
Acutodesmus acutiformis (Schröder) Tsarenko & D.M.John, 2011;Acutodesmus acutiformis
Acutodesmus raciborskii (Wołosz.) Tsarenko & D.M.John, 2011;Acutodesmus raciborskii
ADA clade ;ADA clade
Adansonia digitata L., 1753;Adansonia digitata
Adansonia L., 1753;Adansonia L
Adansonia madagascariensis Baill., 1876;Adansonia madagascariensis
Adansonieae Horan., 1847;Adansonieae Horan
Adelanthaceae Grolle, 1972;Adelanthaceae Grolle
Adelanthus lindenbergianus (Lehm.) Mitt., 1864;Adelanthus lindenbergianus
Adelanthus Mitt., [nom. cons.];Adelanthus Mitt
Adelia L., 1759;Adelia L
Adelia ricinella L., 1759;Adelia ricinella
Adelieae G.L.Webster, 1975;Adelieae G
Adelobotrys adscendens (Sw.) Triana, 1867;Adelobotrys adscendens
Adelobotrys ciliata (Naudin) Triana, 1872;Adelobotrys ciliata
Adelobotrys DC., 1828;Adelobotrys DC
Adelobotrys scandens (Aubl.) DC., 1828;Adelobotrys scandens
Adelobotrys spruceana Cogn., 1886;Adelobotrys spruceana
Adelonema picturatum (Linden & André ex André) S.Y.Wong & Croat, 2016;Adelonema picturatum
Adelonema Schott, 1860;Adelonema Schott
Adelonema sect. Curmeria (André) S.Y.Wong & Croat, 2016;Adelonema sect
Adenanthera L., 1753;Adenanthera L
Adenanthera pavonina L., 1753;Adenanthera pavonina
Adenia barthelatii M.Pignal, Yockteng, Hearn & Labat, 2013;Adenia barthelatii
Adenia Forssk., 1775;Adenia Forssk
Adenia gummifera (Harv.) Harms, 1897;Adenia gummifera
Adenium obesum (Forssk.) Roem. & Schult., 1819;Adenium obesum
Adenium Roem. & Schult., 1819;Adenium Roem
Adenocalymma albiflorum (Salzm. ex DC.) B.M.Gomes & L.H.Fonseca, 2020;Adenocalymma albiflorum
Adenocalymma album (Aubl.) L.G.Lohmann, 2014;Adenocalymma album
Adenocalymma apurense (Kunth) Sandwith, 1938;Adenocalymma apurense
Adenocalymma bracteolatum DC., 1845;Adenocalymma bracteolatum
Adenocalymma bracteosum (DC.) L.G.Lohmann, 2008;Adenocalymma bracteosum
Adenocalymma flaviflorum (Miq.) L.G.Lohmann, 2008;Adenocalymma flaviflorum
Adenocalymma impressum (Rusby) Sandwith, 1937;Adenocalymma impressum
Adenocalymma inundatum Mart. ex DC., 1845;Adenocalymma inundatum
Adenocalymma Mart. ex Meisn., 1840 [orth. cons.];Adenocalymma Mart
Adenocalymma moringifolium (DC.) L.G.Lohmann, 2014;Adenocalymma moringifolium
Adenocalymma prancei A.H.Gentry, 1979;Adenocalymma prancei
Adenocalymma racemosum (A.H.Gentry) L.G.Lohmann, 2014;Adenocalymma racemosum
Adenocalymma saulense A.H.Gentry, 1993;Adenocalymma saulense
Adenocalymma schomburgkii (DC.) L.G.Lohmann, 2008;Adenocalymma schomburgkii
Adenocalymma subincanum Huber, 1915;Adenocalymma subincanum
Adenocalymma tanaeciicarpum (A.H.Gentry) L.G.Lohmann, 2008;Adenocalymma tanaeciicarpum
Adenocalymma validum (K.Schum.) L.G.Lohmann, 2014;Adenocalymma validum
Adenocarpus complicatus (L.) J.Gay, 1836;Adenocarpus complicatus
Adenocarpus complicatus subsp. complicatus (L.) J.Gay, 1836;Adenocarpus complicatus
Adenocarpus complicatus subsp. complicatus x Adenocarpus complicatus subsp. parvifolius ;Adenocarpus complicatus
Adenocarpus complicatus subsp. parvifolius (DC.) García Adá, G.López & P.Vargas, 1996;Adenocarpus complicatus
Adenocarpus DC., 1815;Adenocarpus DC
Adenocarpus telonensis (Loisel.) DC., 1815;Adenocarpus telonensis
Adenoclineae G.L.Webster, 1975;Adenoclineae G
